xi;vi1;vi2
7.59;3.16332;-0.0932066
7.591;3.16323;-0.0931351
7.592;3.16314;-0.0930636
7.593;3.16304;-0.0929921
7.594;3.16295;-0.0929205
7.595;3.16286;-0.092849
7.596;3.16276;-0.0927774
7.597;3.16267;-0.0927058
7.598;3.16258;-0.0926341
7.599;3.16249;-0.0925625
7.6;3.16239;-0.0924908
7.601;3.1623;-0.0924191
7.602;3.16221;-0.0923474
7.603;3.16212;-0.0922756
7.604;3.16202;-0.0922038
7.605;3.16193;-0.0921321
7.606;3.16184;-0.0920603
7.607;3.16175;-0.0919884
7.608;3.16166;-0.0919166
7.609;3.16156;-0.0918447
7.61;3.16147;-0.0917728
7.611;3.16138;-0.0917009
7.612;3.16129;-0.091629
7.613;3.1612;-0.0915571
7.614;3.16111;-0.0914851
7.615;3.16101;-0.0914131
7.616;3.16092;-0.0913411
7.617;3.16083;-0.0912691
7.618;3.16074;-0.0911971
7.619;3.16065;-0.091125
7.62;3.16056;-0.0910529
7.621;3.16047;-0.0909808
7.622;3.16038;-0.0909087
7.623;3.16029;-0.0908366
7.624;3.1602;-0.0907644
7.625;3.1601;-0.0906923
7.626;3.16001;-0.0906201
7.627;3.15992;-0.0905479
7.628;3.15983;-0.0904756
7.629;3.15974;-0.0904034
7.63;3.15965;-0.0903311
7.631;3.15956;-0.0902588
7.632;3.15947;-0.0901865
7.633;3.15938;-0.0901142
7.634;3.15929;-0.0900419
7.635;3.1592;-0.0899695
7.636;3.15911;-0.0898972
7.637;3.15902;-0.0898248
7.638;3.15893;-0.0897524
7.639;3.15884;-0.0896799
7.64;3.15875;-0.0896075
7.641;3.15866;-0.089535
7.642;3.15857;-0.0894626
7.643;3.15848;-0.0893901
7.644;3.15839;-0.0893176
7.645;3.15831;-0.089245
7.646;3.15822;-0.0891725
7.647;3.15813;-0.0890999
7.648;3.15804;-0.0890274
7.649;3.15795;-0.0889548
7.65;3.15786;-0.0888822
7.651;3.15777;-0.0888095
7.652;3.15768;-0.0887369
7.653;3.15759;-0.0886642
7.654;3.1575;-0.0885916
7.655;3.15742;-0.0885189
7.656;3.15733;-0.0884462
7.657;3.15724;-0.0883735
7.658;3.15715;-0.0883007
7.659;3.15706;-0.088228
7.66;3.15697;-0.0881552
7.661;3.15689;-0.0880824
7.662;3.1568;-0.0880096
7.663;3.15671;-0.0879368
7.664;3.15662;-0.087864
7.665;3.15653;-0.0877912
7.666;3.15645;-0.0877183
7.667;3.15636;-0.0876454
7.668;3.15627;-0.0875725
7.669;3.15618;-0.0874996
7.67;3.1561;-0.0874267
7.671;3.15601;-0.0873538
7.672;3.15592;-0.0872808
7.673;3.15583;-0.0872079
7.674;3.15575;-0.0871349
7.675;3.15566;-0.0870619
7.676;3.15557;-0.0869889
7.677;3.15549;-0.0869159
7.678;3.1554;-0.0868429
7.679;3.15531;-0.0867698
7.68;3.15523;-0.0866968
7.681;3.15514;-0.0866237
7.682;3.15505;-0.0865506
7.683;3.15497;-0.0864775
7.684;3.15488;-0.0864044
7.685;3.15479;-0.0863313
7.686;3.15471;-0.0862581
7.687;3.15462;-0.086185
7.688;3.15453;-0.0861118
7.689;3.15445;-0.0860387
7.69;3.15436;-0.0859655
7.691;3.15428;-0.0858923
7.692;3.15419;-0.0858191
7.693;3.15411;-0.0857458
7.694;3.15402;-0.0856726
7.695;3.15393;-0.0855993
7.696;3.15385;-0.0855261
7.697;3.15376;-0.0854528
7.698;3.15368;-0.0853795
7.699;3.15359;-0.0853062
7.7;3.15351;-0.0852329
7.701;3.15342;-0.0851596
7.702;3.15334;-0.0850862
7.703;3.15325;-0.0850129
7.704;3.15317;-0.0849395
7.705;3.15308;-0.0848661
7.706;3.153;-0.0847928
7.707;3.15291;-0.0847194
7.708;3.15283;-0.084646
7.709;3.15274;-0.0845725
7.71;3.15266;-0.0844991
7.711;3.15257;-0.0844257
7.712;3.15249;-0.0843522
7.713;3.1524;-0.0842788
7.714;3.15232;-0.0842053
7.715;3.15224;-0.0841318
7.716;3.15215;-0.0840583
7.717;3.15207;-0.0839848
7.718;3.15198;-0.0839113
7.719;3.1519;-0.0838378
7.72;3.15182;-0.0837642
7.721;3.15173;-0.0836907
7.722;3.15165;-0.0836171
7.723;3.15157;-0.0835436
7.724;3.15148;-0.08347
7.725;3.1514;-0.0833964
7.726;3.15132;-0.0833228
7.727;3.15123;-0.0832492
7.728;3.15115;-0.0831756
7.729;3.15107;-0.083102
7.73;3.15098;-0.0830283
7.731;3.1509;-0.0829547
7.732;3.15082;-0.082881
7.733;3.15073;-0.0828074
7.734;3.15065;-0.0827337
7.735;3.15057;-0.08266
7.736;3.15049;-0.0825863
7.737;3.1504;-0.0825126
7.738;3.15032;-0.0824389
7.739;3.15024;-0.0823652
7.74;3.15016;-0.0822915
7.741;3.15007;-0.0822178
7.742;3.14999;-0.082144
7.743;3.14991;-0.0820703
7.744;3.14983;-0.0819965
7.745;3.14975;-0.0819227
7.746;3.14966;-0.081849
7.747;3.14958;-0.0817752
7.748;3.1495;-0.0817014
7.749;3.14942;-0.0816276
7.75;3.14934;-0.0815538
7.751;3.14926;-0.08148
7.752;3.14917;-0.0814062
7.753;3.14909;-0.0813323
7.754;3.14901;-0.0812585
7.755;3.14893;-0.0811847
7.756;3.14885;-0.0811108
7.757;3.14877;-0.0810369
7.758;3.14869;-0.0809631
7.759;3.14861;-0.0808892
7.76;3.14853;-0.0808153
7.761;3.14844;-0.0807414
7.762;3.14836;-0.0806676
7.763;3.14828;-0.0805937
7.764;3.1482;-0.0805197
7.765;3.14812;-0.0804458
7.766;3.14804;-0.0803719
7.767;3.14796;-0.080298
7.768;3.14788;-0.0802241
7.769;3.1478;-0.0801501
7.77;3.14772;-0.0800762
7.771;3.14764;-0.0800022
7.772;3.14756;-0.0799283
7.773;3.14748;-0.0798543
7.774;3.1474;-0.0797803
7.775;3.14732;-0.0797064
7.776;3.14724;-0.0796324
7.777;3.14716;-0.0795584
7.778;3.14708;-0.0794844
7.779;3.147;-0.0794104
7.78;3.14692;-0.0793364
7.781;3.14684;-0.0792624
7.782;3.14677;-0.0791884
7.783;3.14669;-0.0791144
7.784;3.14661;-0.0790403
7.785;3.14653;-0.0789663
7.786;3.14645;-0.0788923
7.787;3.14637;-0.0788182
7.788;3.14629;-0.0787442
7.789;3.14621;-0.0786701
7.79;3.14613;-0.0785961
7.791;3.14606;-0.078522
7.792;3.14598;-0.078448
7.793;3.1459;-0.0783739
7.794;3.14582;-0.0782998
7.795;3.14574;-0.0782258
7.796;3.14566;-0.0781517
7.797;3.14559;-0.0780776
7.798;3.14551;-0.0780035
7.799;3.14543;-0.0779294
7.8;3.14535;-0.0778553
7.801;3.14527;-0.0777812
7.802;3.1452;-0.0777071
7.803;3.14512;-0.077633
7.804;3.14504;-0.0775589
7.805;3.14496;-0.0774848
7.806;3.14489;-0.0774107
7.807;3.14481;-0.0773366
7.808;3.14473;-0.0772624
7.809;3.14465;-0.0771883
7.81;3.14458;-0.0771142
7.811;3.1445;-0.07704
7.812;3.14442;-0.0769659
7.813;3.14435;-0.0768918
7.814;3.14427;-0.0768176
7.815;3.14419;-0.0767435
7.816;3.14412;-0.0766693
7.817;3.14404;-0.0765952
7.818;3.14396;-0.0765211
7.819;3.14389;-0.0764469
7.82;3.14381;-0.0763727
7.821;3.14373;-0.0762986
7.822;3.14366;-0.0762244
7.823;3.14358;-0.0761503
7.824;3.1435;-0.0760761
7.825;3.14343;-0.0760019
7.826;3.14335;-0.0759278
7.827;3.14328;-0.0758536
7.828;3.1432;-0.0757794
7.829;3.14312;-0.0757053
7.83;3.14305;-0.0756311
7.831;3.14297;-0.0755569
7.832;3.1429;-0.0754827
7.833;3.14282;-0.0754086
7.834;3.14275;-0.0753344
7.835;3.14267;-0.0752602
7.836;3.1426;-0.075186
7.837;3.14252;-0.0751118
7.838;3.14245;-0.0750376
7.839;3.14237;-0.0749635
7.84;3.1423;-0.0748893
7.841;3.14222;-0.0748151
7.842;3.14215;-0.0747409
7.843;3.14207;-0.0746667
7.844;3.142;-0.0745925
7.845;3.14192;-0.0745183
7.846;3.14185;-0.0744442
7.847;3.14177;-0.07437
7.848;3.1417;-0.0742958
7.849;3.14163;-0.0742216
7.85;3.14155;-0.0741474
7.851;3.14148;-0.0740732
7.852;3.1414;-0.073999
7.853;3.14133;-0.0739248
7.854;3.14126;-0.0738507
7.855;3.14118;-0.0737765
7.856;3.14111;-0.0737023
7.857;3.14103;-0.0736281
7.858;3.14096;-0.0735539
7.859;3.14089;-0.0734797
7.86;3.14081;-0.0734055
7.861;3.14074;-0.0733314
7.862;3.14067;-0.0732572
7.863;3.14059;-0.073183
7.864;3.14052;-0.0731088
7.865;3.14045;-0.0730346
7.866;3.14037;-0.0729604
7.867;3.1403;-0.0728863
7.868;3.14023;-0.0728121
7.869;3.14016;-0.0727379
7.87;3.14008;-0.0726637
7.871;3.14001;-0.0725896
7.872;3.13994;-0.0725154
7.873;3.13987;-0.0724412
7.874;3.13979;-0.0723671
7.875;3.13972;-0.0722929
7.876;3.13965;-0.0722187
7.877;3.13958;-0.0721446
7.878;3.1395;-0.0720704
7.879;3.13943;-0.0719963
7.88;3.13936;-0.0719221
7.881;3.13929;-0.0718479
7.882;3.13922;-0.0717738
7.883;3.13915;-0.0716996
7.884;3.13907;-0.0716255
7.885;3.139;-0.0715514
7.886;3.13893;-0.0714772
7.887;3.13886;-0.0714031
7.888;3.13879;-0.0713289
7.889;3.13872;-0.0712548
7.89;3.13864;-0.0711807
7.891;3.13857;-0.0711066
7.892;3.1385;-0.0710324
7.893;3.13843;-0.0709583
7.894;3.13836;-0.0708842
7.895;3.13829;-0.0708101
7.896;3.13822;-0.070736
7.897;3.13815;-0.0706619
7.898;3.13808;-0.0705878
7.899;3.13801;-0.0705137
7.9;3.13794;-0.0704396
7.901;3.13787;-0.0703655
7.902;3.1378;-0.0702914
7.903;3.13773;-0.0702173
7.904;3.13766;-0.0701432
7.905;3.13759;-0.0700691
7.906;3.13752;-0.0699951
7.907;3.13745;-0.069921
7.908;3.13738;-0.0698469
7.909;3.13731;-0.0697729
7.91;3.13724;-0.0696988
7.911;3.13717;-0.0696247
7.912;3.1371;-0.0695507
7.913;3.13703;-0.0694767
7.914;3.13696;-0.0694026
7.915;3.13689;-0.0693286
7.916;3.13682;-0.0692545
7.917;3.13675;-0.0691805
7.918;3.13668;-0.0691065
7.919;3.13661;-0.0690325
7.92;3.13654;-0.0689585
7.921;3.13647;-0.0688845
7.922;3.13641;-0.0688105
7.923;3.13634;-0.0687365
7.924;3.13627;-0.0686625
7.925;3.1362;-0.0685885
7.926;3.13613;-0.0685145
7.927;3.13606;-0.0684405
7.928;3.13599;-0.0683666
7.929;3.13593;-0.0682926
7.93;3.13586;-0.0682187
7.931;3.13579;-0.0681447
7.932;3.13572;-0.0680708
7.933;3.13565;-0.0679968
7.934;3.13558;-0.0679229
7.935;3.13552;-0.067849
7.936;3.13545;-0.067775
7.937;3.13538;-0.0677011
7.938;3.13531;-0.0676272
7.939;3.13525;-0.0675533
7.94;3.13518;-0.0674794
7.941;3.13511;-0.0674055
7.942;3.13504;-0.0673316
7.943;3.13498;-0.0672578
7.944;3.13491;-0.0671839
7.945;3.13484;-0.06711
7.946;3.13477;-0.0670362
7.947;3.13471;-0.0669623
7.948;3.13464;-0.0668885
7.949;3.13457;-0.0668146
7.95;3.13451;-0.0667408
7.951;3.13444;-0.066667
7.952;3.13437;-0.0665932
7.953;3.13431;-0.0665194
7.954;3.13424;-0.0664456
7.955;3.13417;-0.0663718
7.956;3.13411;-0.066298
7.957;3.13404;-0.0662242
7.958;3.13398;-0.0661504
7.959;3.13391;-0.0660767
7.96;3.13384;-0.0660029
7.961;3.13378;-0.0659292
7.962;3.13371;-0.0658554
7.963;3.13365;-0.0657817
7.964;3.13358;-0.065708
7.965;3.13351;-0.0656343
7.966;3.13345;-0.0655605
7.967;3.13338;-0.0654868
7.968;3.13332;-0.0654132
7.969;3.13325;-0.0653395
7.97;3.13319;-0.0652658
7.971;3.13312;-0.0651921
7.972;3.13306;-0.0651185
7.973;3.13299;-0.0650448
7.974;3.13293;-0.0649712
7.975;3.13286;-0.0648975
7.976;3.1328;-0.0648239
7.977;3.13273;-0.0647503
7.978;3.13267;-0.0646767
7.979;3.1326;-0.0646031
7.98;3.13254;-0.0645295
7.981;3.13247;-0.0644559
7.982;3.13241;-0.0643824
7.983;3.13235;-0.0643088
7.984;3.13228;-0.0642353
7.985;3.13222;-0.0641617
7.986;3.13215;-0.0640882
7.987;3.13209;-0.0640147
7.988;3.13202;-0.0639411
7.989;3.13196;-0.0638676
7.99;3.1319;-0.0637941
7.991;3.13183;-0.0637207
7.992;3.13177;-0.0636472
7.993;3.13171;-0.0635737
7.994;3.13164;-0.0635003
7.995;3.13158;-0.0634268
7.996;3.13152;-0.0633534
7.997;3.13145;-0.06328
7.998;3.13139;-0.0632065
7.999;3.13133;-0.0631331
8;3.13126;-0.0630597
8.001;3.1312;-0.0629864
8.002;3.13114;-0.062913
8.003;3.13107;-0.0628396
8.004;3.13101;-0.0627663
8.005;3.13095;-0.0626929
8.006;3.13089;-0.0626196
8.007;3.13082;-0.0625463
8.008;3.13076;-0.062473
8.009;3.1307;-0.0623997
8.01;3.13064;-0.0623264
8.011;3.13057;-0.0622531
8.012;3.13051;-0.0621798
8.013;3.13045;-0.0621066
8.014;3.13039;-0.0620333
8.015;3.13032;-0.0619601
8.016;3.13026;-0.0618869
8.017;3.1302;-0.0618137
8.018;3.13014;-0.0617405
8.019;3.13008;-0.0616673
8.02;3.13002;-0.0615941
8.021;3.12995;-0.0615209
8.022;3.12989;-0.0614478
8.023;3.12983;-0.0613746
8.024;3.12977;-0.0613015
8.025;3.12971;-0.0612284
8.026;3.12965;-0.0611553
8.027;3.12959;-0.0610822
8.028;3.12953;-0.0610091
8.029;3.12946;-0.060936
8.03;3.1294;-0.060863
8.031;3.12934;-0.0607899
8.032;3.12928;-0.0607169
8.033;3.12922;-0.0606439
8.034;3.12916;-0.0605709
8.035;3.1291;-0.0604979
8.036;3.12904;-0.0604249
8.037;3.12898;-0.0603519
8.038;3.12892;-0.060279
8.039;3.12886;-0.060206
8.04;3.1288;-0.0601331
8.041;3.12874;-0.0600602
8.042;3.12868;-0.0599873
8.043;3.12862;-0.0599144
8.044;3.12856;-0.0598415
8.045;3.1285;-0.0597686
8.046;3.12844;-0.0596958
8.047;3.12838;-0.0596229
8.048;3.12832;-0.0595501
8.049;3.12826;-0.0594773
8.05;3.1282;-0.0594045
8.051;3.12814;-0.0593317
8.052;3.12808;-0.0592589
8.053;3.12802;-0.0591861
8.054;3.12796;-0.0591134
8.055;3.1279;-0.0590407
8.056;3.12785;-0.0589679
8.057;3.12779;-0.0588952
8.058;3.12773;-0.0588225
8.059;3.12767;-0.0587499
8.06;3.12761;-0.0586772
8.061;3.12755;-0.0586045
8.062;3.12749;-0.0585319
8.063;3.12743;-0.0584593
8.064;3.12738;-0.0583867
8.065;3.12732;-0.0583141
8.066;3.12726;-0.0582415
8.067;3.1272;-0.0581689
8.068;3.12714;-0.0580964
8.069;3.12709;-0.0580238
8.07;3.12703;-0.0579513
8.071;3.12697;-0.0578788
8.072;3.12691;-0.0578063
8.073;3.12685;-0.0577338
8.074;3.1268;-0.0576614
8.075;3.12674;-0.0575889
8.076;3.12668;-0.0575165
8.077;3.12662;-0.0574441
8.078;3.12657;-0.0573717
8.079;3.12651;-0.0572993
8.08;3.12645;-0.0572269
8.081;3.12639;-0.0571545
8.082;3.12634;-0.0570822
8.083;3.12628;-0.0570099
8.084;3.12622;-0.0569375
8.085;3.12617;-0.0568652
8.086;3.12611;-0.056793
8.087;3.12605;-0.0567207
8.088;3.126;-0.0566484
8.089;3.12594;-0.0565762
8.09;3.12588;-0.056504
8.091;3.12583;-0.0564318
8.092;3.12577;-0.0563596
8.093;3.12571;-0.0562874
8.094;3.12566;-0.0562153
8.095;3.1256;-0.0561431
8.096;3.12555;-0.056071
8.097;3.12549;-0.0559989
8.098;3.12543;-0.0559268
8.099;3.12538;-0.0558547
8.1;3.12532;-0.0557826
8.101;3.12527;-0.0557106
8.102;3.12521;-0.0556386
8.103;3.12515;-0.0555666
8.104;3.1251;-0.0554946
8.105;3.12504;-0.0554226
8.106;3.12499;-0.0553506
8.107;3.12493;-0.0552787
8.108;3.12488;-0.0552067
8.109;3.12482;-0.0551348
8.11;3.12477;-0.0550629
8.111;3.12471;-0.0549911
8.112;3.12466;-0.0549192
8.113;3.1246;-0.0548474
8.114;3.12455;-0.0547755
8.115;3.12449;-0.0547037
8.116;3.12444;-0.0546319
8.117;3.12438;-0.0545601
8.118;3.12433;-0.0544884
8.119;3.12427;-0.0544166
8.12;3.12422;-0.0543449
8.121;3.12417;-0.0542732
8.122;3.12411;-0.0542015
8.123;3.12406;-0.0541298
8.124;3.124;-0.0540582
8.125;3.12395;-0.0539865
8.126;3.1239;-0.0539149
8.127;3.12384;-0.0538433
8.128;3.12379;-0.0537717
8.129;3.12373;-0.0537002
8.13;3.12368;-0.0536286
8.131;3.12363;-0.0535571
8.132;3.12357;-0.0534856
8.133;3.12352;-0.0534141
8.134;3.12347;-0.0533426
8.135;3.12341;-0.0532712
8.136;3.12336;-0.0531997
8.137;3.12331;-0.0531283
8.138;3.12325;-0.0530569
8.139;3.1232;-0.0529855
8.14;3.12315;-0.0529141
8.141;3.12309;-0.0528428
8.142;3.12304;-0.0527715
8.143;3.12299;-0.0527001
8.144;3.12294;-0.0526288
8.145;3.12288;-0.0525576
8.146;3.12283;-0.0524863
8.147;3.12278;-0.0524151
8.148;3.12273;-0.0523439
8.149;3.12267;-0.0522727
8.15;3.12262;-0.0522015
8.151;3.12257;-0.0521303
8.152;3.12252;-0.0520592
8.153;3.12247;-0.0519881
8.154;3.12241;-0.051917
8.155;3.12236;-0.0518459
8.156;3.12231;-0.0517748
8.157;3.12226;-0.0517038
8.158;3.12221;-0.0516327
8.159;3.12216;-0.0515617
8.16;3.1221;-0.0514907
8.161;3.12205;-0.0514198
8.162;3.122;-0.0513488
8.163;3.12195;-0.0512779
8.164;3.1219;-0.051207
8.165;3.12185;-0.0511361
8.166;3.1218;-0.0510652
8.167;3.12174;-0.0509944
8.168;3.12169;-0.0509235
8.169;3.12164;-0.0508527
8.17;3.12159;-0.0507819
8.171;3.12154;-0.0507112
8.172;3.12149;-0.0506404
8.173;3.12144;-0.0505697
8.174;3.12139;-0.050499
8.175;3.12134;-0.0504283
8.176;3.12129;-0.0503576
8.177;3.12124;-0.050287
8.178;3.12119;-0.0502163
8.179;3.12114;-0.0501457
8.18;3.12109;-0.0500751
8.181;3.12104;-0.0500046
8.182;3.12099;-0.049934
8.183;3.12094;-0.0498635
8.184;3.12089;-0.049793
8.185;3.12084;-0.0497225
8.186;3.12079;-0.049652
8.187;3.12074;-0.0495816
8.188;3.12069;-0.0495112
8.189;3.12064;-0.0494408
8.19;3.12059;-0.0493704
8.191;3.12054;-0.0493
8.192;3.12049;-0.0492297
8.193;3.12044;-0.0491594
8.194;3.12039;-0.0490891
8.195;3.12034;-0.0490188
8.196;3.1203;-0.0489485
8.197;3.12025;-0.0488783
8.198;3.1202;-0.0488081
8.199;3.12015;-0.0487379
8.2;3.1201;-0.0486677
8.201;3.12005;-0.0485976
8.202;3.12;-0.0485275
8.203;3.11995;-0.0484574
8.204;3.11991;-0.0483873
8.205;3.11986;-0.0483172
8.206;3.11981;-0.0482472
8.207;3.11976;-0.0481772
8.208;3.11971;-0.0481072
8.209;3.11967;-0.0480372
8.21;3.11962;-0.0479672
8.211;3.11957;-0.0478973
8.212;3.11952;-0.0478274
8.213;3.11947;-0.0477575
8.214;3.11943;-0.0476876
8.215;3.11938;-0.0476178
8.216;3.11933;-0.047548
8.217;3.11928;-0.0474782
8.218;3.11924;-0.0474084
8.219;3.11919;-0.0473387
8.22;3.11914;-0.0472689
8.221;3.11909;-0.0471992
8.222;3.11905;-0.0471295
8.223;3.119;-0.0470599
8.224;3.11895;-0.0469902
8.225;3.11891;-0.0469206
8.226;3.11886;-0.046851
8.227;3.11881;-0.0467815
8.228;3.11877;-0.0467119
8.229;3.11872;-0.0466424
8.23;3.11867;-0.0465729
8.231;3.11863;-0.0465034
8.232;3.11858;-0.0464339
8.233;3.11853;-0.0463645
8.234;3.11849;-0.0462951
8.235;3.11844;-0.0462257
8.236;3.11839;-0.0461563
8.237;3.11835;-0.046087
8.238;3.1183;-0.0460177
8.239;3.11826;-0.0459484
8.24;3.11821;-0.0458791
8.241;3.11816;-0.0458099
8.242;3.11812;-0.0457406
8.243;3.11807;-0.0456714
8.244;3.11803;-0.0456023
8.245;3.11798;-0.0455331
8.246;3.11794;-0.045464
8.247;3.11789;-0.0453949
8.248;3.11784;-0.0453258
8.249;3.1178;-0.0452567
8.25;3.11775;-0.0451877
8.251;3.11771;-0.0451187
8.252;3.11766;-0.0450497
8.253;3.11762;-0.0449807
8.254;3.11757;-0.0449118
8.255;3.11753;-0.0448429
8.256;3.11748;-0.044774
8.257;3.11744;-0.0447051
8.258;3.1174;-0.0446363
8.259;3.11735;-0.0445675
8.26;3.11731;-0.0444987
8.261;3.11726;-0.0444299
8.262;3.11722;-0.0443611
8.263;3.11717;-0.0442924
8.264;3.11713;-0.0442237
8.265;3.11708;-0.044155
8.266;3.11704;-0.0440864
8.267;3.117;-0.0440178
8.268;3.11695;-0.0439492
8.269;3.11691;-0.0438806
8.27;3.11686;-0.043812
8.271;3.11682;-0.0437435
8.272;3.11678;-0.043675
8.273;3.11673;-0.0436065
8.274;3.11669;-0.0435381
8.275;3.11665;-0.0434697
8.276;3.1166;-0.0434013
8.277;3.11656;-0.0433329
8.278;3.11652;-0.0432645
8.279;3.11647;-0.0431962
8.28;3.11643;-0.0431279
8.281;3.11639;-0.0430596
8.282;3.11634;-0.0429914
8.283;3.1163;-0.0429232
8.284;3.11626;-0.042855
8.285;3.11621;-0.0427868
8.286;3.11617;-0.0427186
8.287;3.11613;-0.0426505
8.288;3.11609;-0.0425824
8.289;3.11604;-0.0425143
8.29;3.116;-0.0424463
8.291;3.11596;-0.0423783
8.292;3.11592;-0.0423103
8.293;3.11587;-0.0422423
8.294;3.11583;-0.0421744
8.295;3.11579;-0.0421064
8.296;3.11575;-0.0420386
8.297;3.11571;-0.0419707
8.298;3.11566;-0.0419028
8.299;3.11562;-0.041835
8.3;3.11558;-0.0417672
8.301;3.11554;-0.0416995
8.302;3.1155;-0.0416317
8.303;3.11546;-0.041564
8.304;3.11541;-0.0414963
8.305;3.11537;-0.0414287
8.306;3.11533;-0.0413611
8.307;3.11529;-0.0412934
8.308;3.11525;-0.0412259
8.309;3.11521;-0.0411583
8.31;3.11517;-0.0410908
8.311;3.11513;-0.0410233
8.312;3.11508;-0.0409558
8.313;3.11504;-0.0408884
8.314;3.115;-0.0408209
8.315;3.11496;-0.0407536
8.316;3.11492;-0.0406862
8.317;3.11488;-0.0406188
8.318;3.11484;-0.0405515
8.319;3.1148;-0.0404842
8.32;3.11476;-0.040417
8.321;3.11472;-0.0403497
8.322;3.11468;-0.0402825
8.323;3.11464;-0.0402154
8.324;3.1146;-0.0401482
8.325;3.11456;-0.0400811
8.326;3.11452;-0.040014
8.327;3.11448;-0.0399469
8.328;3.11444;-0.0398799
8.329;3.1144;-0.0398128
8.33;3.11436;-0.0397459
8.331;3.11432;-0.0396789
8.332;3.11428;-0.039612
8.333;3.11424;-0.039545
8.334;3.1142;-0.0394782
8.335;3.11416;-0.0394113
8.336;3.11412;-0.0393445
8.337;3.11408;-0.0392777
8.338;3.11404;-0.0392109
8.339;3.114;-0.0391442
8.34;3.11396;-0.0390775
8.341;3.11392;-0.0390108
8.342;3.11389;-0.0389441
8.343;3.11385;-0.0388775
8.344;3.11381;-0.0388109
8.345;3.11377;-0.0387443
8.346;3.11373;-0.0386777
8.347;3.11369;-0.0386112
8.348;3.11365;-0.0385447
8.349;3.11362;-0.0384783
8.35;3.11358;-0.0384118
8.351;3.11354;-0.0383454
8.352;3.1135;-0.038279
8.353;3.11346;-0.0382127
8.354;3.11342;-0.0381463
8.355;3.11339;-0.03808
8.356;3.11335;-0.0380138
8.357;3.11331;-0.0379475
8.358;3.11327;-0.0378813
8.359;3.11323;-0.0378151
8.36;3.1132;-0.037749
8.361;3.11316;-0.0376829
8.362;3.11312;-0.0376168
8.363;3.11308;-0.0375507
8.364;3.11305;-0.0374846
8.365;3.11301;-0.0374186
8.366;3.11297;-0.0373526
8.367;3.11293;-0.0372867
8.368;3.1129;-0.0372208
8.369;3.11286;-0.0371549
8.37;3.11282;-0.037089
8.371;3.11278;-0.0370231
8.372;3.11275;-0.0369573
8.373;3.11271;-0.0368915
8.374;3.11267;-0.0368258
8.375;3.11264;-0.0367601
8.376;3.1126;-0.0366944
8.377;3.11256;-0.0366287
8.378;3.11253;-0.0365631
8.379;3.11249;-0.0364975
8.38;3.11245;-0.0364319
8.381;3.11242;-0.0363663
8.382;3.11238;-0.0363008
8.383;3.11235;-0.0362353
8.384;3.11231;-0.0361698
8.385;3.11227;-0.0361044
8.386;3.11224;-0.036039
8.387;3.1122;-0.0359736
8.388;3.11216;-0.0359083
8.389;3.11213;-0.035843
8.39;3.11209;-0.0357777
8.391;3.11206;-0.0357124
8.392;3.11202;-0.0356472
8.393;3.11199;-0.035582
8.394;3.11195;-0.0355168
8.395;3.11191;-0.0354517
8.396;3.11188;-0.0353866
8.397;3.11184;-0.0353215
8.398;3.11181;-0.0352564
8.399;3.11177;-0.0351914
8.4;3.11174;-0.0351264
8.401;3.1117;-0.0350615
8.402;3.11167;-0.0349965
8.403;3.11163;-0.0349316
8.404;3.1116;-0.0348668
8.405;3.11156;-0.0348019
8.406;3.11153;-0.0347371
8.407;3.11149;-0.0346723
8.408;3.11146;-0.0346076
8.409;3.11142;-0.0345429
8.41;3.11139;-0.0344782
8.411;3.11136;-0.0344135
8.412;3.11132;-0.0343489
8.413;3.11129;-0.0342843
8.414;3.11125;-0.0342197
8.415;3.11122;-0.0341552
8.416;3.11118;-0.0340906
8.417;3.11115;-0.0340262
8.418;3.11112;-0.0339617
8.419;3.11108;-0.0338973
8.42;3.11105;-0.0338329
8.421;3.11102;-0.0337686
8.422;3.11098;-0.0337042
8.423;3.11095;-0.0336399
8.424;3.11091;-0.0335757
8.425;3.11088;-0.0335114
8.426;3.11085;-0.0334472
8.427;3.11081;-0.0333831
8.428;3.11078;-0.0333189
8.429;3.11075;-0.0332548
8.43;3.11071;-0.0331907
8.431;3.11068;-0.0331267
8.432;3.11065;-0.0330627
8.433;3.11061;-0.0329987
8.434;3.11058;-0.0329347
8.435;3.11055;-0.0328708
8.436;3.11052;-0.0328069
8.437;3.11048;-0.032743
8.438;3.11045;-0.0326792
8.439;3.11042;-0.0326154
8.44;3.11039;-0.0325516
8.441;3.11035;-0.0324879
8.442;3.11032;-0.0324242
8.443;3.11029;-0.0323605
8.444;3.11026;-0.0322969
8.445;3.11022;-0.0322333
8.446;3.11019;-0.0321697
8.447;3.11016;-0.0321061
8.448;3.11013;-0.0320426
8.449;3.11009;-0.0319791
8.45;3.11006;-0.0319157
8.451;3.11003;-0.0318522
8.452;3.11;-0.0317888
8.453;3.10997;-0.0317255
8.454;3.10994;-0.0316622
8.455;3.1099;-0.0315989
8.456;3.10987;-0.0315356
8.457;3.10984;-0.0314724
8.458;3.10981;-0.0314091
8.459;3.10978;-0.031346
8.46;3.10975;-0.0312828
8.461;3.10972;-0.0312197
8.462;3.10968;-0.0311567
8.463;3.10965;-0.0310936
8.464;3.10962;-0.0310306
8.465;3.10959;-0.0309676
8.466;3.10956;-0.0309047
8.467;3.10953;-0.0308418
8.468;3.1095;-0.0307789
8.469;3.10947;-0.030716
