xi;vi1;vi2
3.415;2.64529;0.77719
3.416;2.64607;0.776889
3.417;2.64685;0.776587
3.418;2.64762;0.776285
3.419;2.6484;0.775983
3.42;2.64917;0.77568
3.421;2.64995;0.775377
3.422;2.65072;0.775074
3.423;2.6515;0.77477
3.424;2.65227;0.774465
3.425;2.65305;0.774161
3.426;2.65382;0.773856
3.427;2.6546;0.77355
3.428;2.65537;0.773245
3.429;2.65614;0.772938
3.43;2.65692;0.772632
3.431;2.65769;0.772325
3.432;2.65846;0.772018
3.433;2.65923;0.77171
3.434;2.66;0.771402
3.435;2.66077;0.771094
3.436;2.66155;0.770785
3.437;2.66232;0.770476
3.438;2.66309;0.770166
3.439;2.66386;0.769856
3.44;2.66463;0.769546
3.441;2.6654;0.769235
3.442;2.66616;0.768924
3.443;2.66693;0.768613
3.444;2.6677;0.768301
3.445;2.66847;0.767989
3.446;2.66924;0.767677
3.447;2.67001;0.767364
3.448;2.67077;0.767051
3.449;2.67154;0.766737
3.45;2.67231;0.766423
3.451;2.67307;0.766109
3.452;2.67384;0.765794
3.453;2.6746;0.765479
3.454;2.67537;0.765163
3.455;2.67613;0.764847
3.456;2.6769;0.764531
3.457;2.67766;0.764215
3.458;2.67843;0.763898
3.459;2.67919;0.76358
3.46;2.67995;0.763263
3.461;2.68072;0.762945
3.462;2.68148;0.762626
3.463;2.68224;0.762308
3.464;2.68301;0.761988
3.465;2.68377;0.761669
3.466;2.68453;0.761349
3.467;2.68529;0.761029
3.468;2.68605;0.760708
3.469;2.68681;0.760387
3.47;2.68757;0.760066
3.471;2.68833;0.759744
3.472;2.68909;0.759422
3.473;2.68985;0.7591
3.474;2.69061;0.758777
3.475;2.69137;0.758454
3.476;2.69213;0.758131
3.477;2.69288;0.757807
3.478;2.69364;0.757483
3.479;2.6944;0.757158
3.48;2.69516;0.756833
3.481;2.69591;0.756508
3.482;2.69667;0.756182
3.483;2.69742;0.755856
3.484;2.69818;0.75553
3.485;2.69894;0.755203
3.486;2.69969;0.754876
3.487;2.70045;0.754549
3.488;2.7012;0.754221
3.489;2.70195;0.753893
3.49;2.70271;0.753565
3.491;2.70346;0.753236
3.492;2.70421;0.752907
3.493;2.70497;0.752577
3.494;2.70572;0.752247
3.495;2.70647;0.751917
3.496;2.70722;0.751586
3.497;2.70797;0.751256
3.498;2.70873;0.750924
3.499;2.70948;0.750593
3.5;2.71023;0.750261
3.501;2.71098;0.749928
3.502;2.71173;0.749596
3.503;2.71248;0.749263
3.504;2.71323;0.748929
3.505;2.71397;0.748596
3.506;2.71472;0.748262
3.507;2.71547;0.747927
3.508;2.71622;0.747592
3.509;2.71697;0.747257
3.51;2.71771;0.746922
3.511;2.71846;0.746586
3.512;2.71921;0.74625
3.513;2.71995;0.745913
3.514;2.7207;0.745577
3.515;2.72144;0.745239
3.516;2.72219;0.744902
3.517;2.72293;0.744564
3.518;2.72368;0.744226
3.519;2.72442;0.743887
3.52;2.72517;0.743548
3.521;2.72591;0.743209
3.522;2.72665;0.74287
3.523;2.72739;0.74253
3.524;2.72814;0.742189
3.525;2.72888;0.741849
3.526;2.72962;0.741508
3.527;2.73036;0.741167
3.528;2.7311;0.740825
3.529;2.73184;0.740483
3.53;2.73258;0.740141
3.531;2.73332;0.739798
3.532;2.73406;0.739455
3.533;2.7348;0.739112
3.534;2.73554;0.738768
3.535;2.73628;0.738424
3.536;2.73702;0.73808
3.537;2.73776;0.737736
3.538;2.73849;0.737391
3.539;2.73923;0.737045
3.54;2.73997;0.7367
3.541;2.7407;0.736354
3.542;2.74144;0.736007
3.543;2.74218;0.735661
3.544;2.74291;0.735314
3.545;2.74365;0.734967
3.546;2.74438;0.734619
3.547;2.74512;0.734271
3.548;2.74585;0.733923
3.549;2.74658;0.733574
3.55;2.74732;0.733225
3.551;2.74805;0.732876
3.552;2.74878;0.732526
3.553;2.74952;0.732177
3.554;2.75025;0.731826
3.555;2.75098;0.731476
3.556;2.75171;0.731125
3.557;2.75244;0.730774
3.558;2.75317;0.730422
3.559;2.7539;0.73007
3.56;2.75463;0.729718
3.561;2.75536;0.729366
3.562;2.75609;0.729013
3.563;2.75682;0.72866
3.564;2.75755;0.728306
3.565;2.75828;0.727952
3.566;2.759;0.727598
3.567;2.75973;0.727244
3.568;2.76046;0.726889
3.569;2.76119;0.726534
3.57;2.76191;0.726179
3.571;2.76264;0.725823
3.572;2.76336;0.725467
3.573;2.76409;0.725111
3.574;2.76481;0.724754
3.575;2.76554;0.724397
3.576;2.76626;0.72404
3.577;2.76699;0.723682
3.578;2.76771;0.723324
3.579;2.76843;0.722966
3.58;2.76916;0.722607
3.581;2.76988;0.722248
3.582;2.7706;0.721889
3.583;2.77132;0.72153
3.584;2.77204;0.72117
3.585;2.77276;0.72081
3.586;2.77349;0.720449
3.587;2.77421;0.720088
3.588;2.77493;0.719727
3.589;2.77564;0.719366
3.59;2.77636;0.719004
3.591;2.77708;0.718642
3.592;2.7778;0.71828
3.593;2.77852;0.717917
3.594;2.77924;0.717554
3.595;2.77995;0.717191
3.596;2.78067;0.716828
3.597;2.78139;0.716464
3.598;2.7821;0.7161
3.599;2.78282;0.715735
3.6;2.78354;0.715371
3.601;2.78425;0.715005
3.602;2.78497;0.71464
3.603;2.78568;0.714274
3.604;2.78639;0.713908
3.605;2.78711;0.713542
3.606;2.78782;0.713176
3.607;2.78853;0.712809
3.608;2.78925;0.712441
3.609;2.78996;0.712074
3.61;2.79067;0.711706
3.611;2.79138;0.711338
3.612;2.79209;0.71097
3.613;2.7928;0.710601
3.614;2.79352;0.710232
3.615;2.79423;0.709863
3.616;2.79493;0.709493
3.617;2.79564;0.709123
3.618;2.79635;0.708753
3.619;2.79706;0.708383
3.62;2.79777;0.708012
3.621;2.79848;0.707641
3.622;2.79919;0.707269
3.623;2.79989;0.706898
3.624;2.8006;0.706526
3.625;2.80131;0.706154
3.626;2.80201;0.705781
3.627;2.80272;0.705408
3.628;2.80342;0.705035
3.629;2.80413;0.704662
3.63;2.80483;0.704288
3.631;2.80554;0.703914
3.632;2.80624;0.70354
3.633;2.80694;0.703165
3.634;2.80765;0.70279
3.635;2.80835;0.702415
3.636;2.80905;0.70204
3.637;2.80975;0.701664
3.638;2.81045;0.701288
3.639;2.81115;0.700911
3.64;2.81186;0.700535
3.641;2.81256;0.700158
3.642;2.81326;0.699781
3.643;2.81396;0.699403
3.644;2.81465;0.699026
3.645;2.81535;0.698648
3.646;2.81605;0.698269
3.647;2.81675;0.697891
3.648;2.81745;0.697512
3.649;2.81815;0.697133
3.65;2.81884;0.696753
3.651;2.81954;0.696374
3.652;2.82023;0.695994
3.653;2.82093;0.695613
3.654;2.82163;0.695233
3.655;2.82232;0.694852
3.656;2.82302;0.694471
3.657;2.82371;0.694089
3.658;2.8244;0.693708
3.659;2.8251;0.693326
3.66;2.82579;0.692943
3.661;2.82648;0.692561
3.662;2.82718;0.692178
3.663;2.82787;0.691795
3.664;2.82856;0.691412
3.665;2.82925;0.691028
3.666;2.82994;0.690644
3.667;2.83063;0.69026
3.668;2.83132;0.689876
3.669;2.83201;0.689491
3.67;2.8327;0.689106
3.671;2.83339;0.688721
3.672;2.83408;0.688335
3.673;2.83477;0.68795
3.674;2.83545;0.687564
3.675;2.83614;0.687177
3.676;2.83683;0.686791
3.677;2.83752;0.686404
3.678;2.8382;0.686017
3.679;2.83889;0.685629
3.68;2.83957;0.685242
3.681;2.84026;0.684854
3.682;2.84094;0.684465
3.683;2.84163;0.684077
3.684;2.84231;0.683688
3.685;2.84299;0.683299
3.686;2.84368;0.68291
3.687;2.84436;0.682521
3.688;2.84504;0.682131
3.689;2.84572;0.681741
3.69;2.84641;0.68135
3.691;2.84709;0.68096
3.692;2.84777;0.680569
3.693;2.84845;0.680178
3.694;2.84913;0.679787
3.695;2.84981;0.679395
3.696;2.85049;0.679003
3.697;2.85117;0.678611
3.698;2.85184;0.678219
3.699;2.85252;0.677826
3.7;2.8532;0.677433
3.701;2.85388;0.67704
3.702;2.85455;0.676647
3.703;2.85523;0.676253
3.704;2.85591;0.675859
3.705;2.85658;0.675465
3.706;2.85726;0.67507
3.707;2.85793;0.674676
3.708;2.85861;0.674281
3.709;2.85928;0.673886
3.71;2.85995;0.67349
3.711;2.86063;0.673094
3.712;2.8613;0.672699
3.713;2.86197;0.672302
3.714;2.86264;0.671906
3.715;2.86332;0.671509
3.716;2.86399;0.671112
3.717;2.86466;0.670715
3.718;2.86533;0.670318
3.719;2.866;0.66992
3.72;2.86667;0.669522
3.721;2.86734;0.669124
3.722;2.86801;0.668725
3.723;2.86868;0.668327
3.724;2.86934;0.667928
3.725;2.87001;0.667529
3.726;2.87068;0.667129
3.727;2.87135;0.66673
3.728;2.87201;0.66633
3.729;2.87268;0.66593
3.73;2.87334;0.665529
3.731;2.87401;0.665129
3.732;2.87467;0.664728
3.733;2.87534;0.664327
3.734;2.876;0.663925
3.735;2.87667;0.663524
3.736;2.87733;0.663122
3.737;2.87799;0.66272
3.738;2.87866;0.662318
3.739;2.87932;0.661915
3.74;2.87998;0.661513
3.741;2.88064;0.66111
3.742;2.8813;0.660706
3.743;2.88196;0.660303
3.744;2.88262;0.659899
3.745;2.88328;0.659495
3.746;2.88394;0.659091
3.747;2.8846;0.658687
3.748;2.88526;0.658282
3.749;2.88592;0.657877
3.75;2.88657;0.657472
3.751;2.88723;0.657067
3.752;2.88789;0.656661
3.753;2.88855;0.656255
3.754;2.8892;0.655849
3.755;2.88986;0.655443
3.756;2.89051;0.655037
3.757;2.89117;0.65463
3.758;2.89182;0.654223
3.759;2.89248;0.653816
3.76;2.89313;0.653408
3.761;2.89378;0.653001
3.762;2.89444;0.652593
3.763;2.89509;0.652185
3.764;2.89574;0.651777
3.765;2.89639;0.651368
3.766;2.89704;0.650959
3.767;2.89769;0.650551
3.768;2.89834;0.650141
3.769;2.89899;0.649732
3.77;2.89964;0.649322
3.771;2.90029;0.648913
3.772;2.90094;0.648502
3.773;2.90159;0.648092
3.774;2.90224;0.647682
3.775;2.90288;0.647271
3.776;2.90353;0.64686
3.777;2.90418;0.646449
3.778;2.90482;0.646038
3.779;2.90547;0.645626
3.78;2.90612;0.645214
3.781;2.90676;0.644802
3.782;2.90741;0.64439
3.783;2.90805;0.643977
3.784;2.90869;0.643565
3.785;2.90934;0.643152
3.786;2.90998;0.642739
3.787;2.91062;0.642326
3.788;2.91126;0.641912
3.789;2.91191;0.641498
3.79;2.91255;0.641084
3.791;2.91319;0.64067
3.792;2.91383;0.640256
3.793;2.91447;0.639841
3.794;2.91511;0.639427
3.795;2.91575;0.639012
3.796;2.91639;0.638596
3.797;2.91702;0.638181
3.798;2.91766;0.637765
3.799;2.9183;0.63735
3.8;2.91894;0.636934
3.801;2.91957;0.636517
3.802;2.92021;0.636101
3.803;2.92085;0.635684
3.804;2.92148;0.635268
3.805;2.92212;0.63485
3.806;2.92275;0.634433
3.807;2.92339;0.634016
3.808;2.92402;0.633598
3.809;2.92465;0.63318
3.81;2.92529;0.632762
3.811;2.92592;0.632344
3.812;2.92655;0.631926
3.813;2.92718;0.631507
3.814;2.92781;0.631088
3.815;2.92844;0.630669
3.816;2.92907;0.63025
3.817;2.9297;0.62983
3.818;2.93033;0.629411
3.819;2.93096;0.628991
3.82;2.93159;0.628571
3.821;2.93222;0.628151
3.822;2.93285;0.62773
3.823;2.93348;0.62731
3.824;2.9341;0.626889
3.825;2.93473;0.626468
3.826;2.93536;0.626047
3.827;2.93598;0.625625
3.828;2.93661;0.625204
3.829;2.93723;0.624782
3.83;2.93786;0.62436
3.831;2.93848;0.623938
3.832;2.9391;0.623516
3.833;2.93973;0.623093
3.834;2.94035;0.622671
3.835;2.94097;0.622248
3.836;2.9416;0.621825
3.837;2.94222;0.621401
3.838;2.94284;0.620978
3.839;2.94346;0.620554
3.84;2.94408;0.620131
3.841;2.9447;0.619707
3.842;2.94532;0.619282
3.843;2.94594;0.618858
3.844;2.94656;0.618433
3.845;2.94717;0.618009
3.846;2.94779;0.617584
3.847;2.94841;0.617159
3.848;2.94903;0.616734
3.849;2.94964;0.616308
3.85;2.95026;0.615882
3.851;2.95088;0.615457
3.852;2.95149;0.615031
3.853;2.95211;0.614605
3.854;2.95272;0.614178
3.855;2.95333;0.613752
3.856;2.95395;0.613325
3.857;2.95456;0.612898
3.858;2.95517;0.612471
3.859;2.95579;0.612044
3.86;2.9564;0.611616
3.861;2.95701;0.611189
3.862;2.95762;0.610761
3.863;2.95823;0.610333
3.864;2.95884;0.609905
3.865;2.95945;0.609477
3.866;2.96006;0.609048
3.867;2.96067;0.60862
3.868;2.96128;0.608191
3.869;2.96188;0.607762
3.87;2.96249;0.607333
3.871;2.9631;0.606904
3.872;2.96371;0.606474
3.873;2.96431;0.606045
3.874;2.96492;0.605615
3.875;2.96552;0.605185
3.876;2.96613;0.604755
3.877;2.96673;0.604325
3.878;2.96734;0.603894
3.879;2.96794;0.603464
3.88;2.96854;0.603033
3.881;2.96915;0.602602
3.882;2.96975;0.602171
3.883;2.97035;0.60174
3.884;2.97095;0.601308
3.885;2.97155;0.600877
3.886;2.97215;0.600445
3.887;2.97275;0.600013
3.888;2.97335;0.599581
3.889;2.97395;0.599149
3.89;2.97455;0.598716
3.891;2.97515;0.598284
3.892;2.97575;0.597851
3.893;2.97635;0.597418
3.894;2.97694;0.596985
3.895;2.97754;0.596552
3.896;2.97814;0.596119
3.897;2.97873;0.595685
3.898;2.97933;0.595252
3.899;2.97992;0.594818
3.9;2.98052;0.594384
3.901;2.98111;0.59395
3.902;2.98171;0.593516
3.903;2.9823;0.593081
3.904;2.98289;0.592647
3.905;2.98348;0.592212
3.906;2.98408;0.591777
3.907;2.98467;0.591342
3.908;2.98526;0.590907
3.909;2.98585;0.590472
3.91;2.98644;0.590036
3.911;2.98703;0.589601
3.912;2.98762;0.589165
3.913;2.98821;0.588729
3.914;2.9888;0.588293
3.915;2.98938;0.587857
3.916;2.98997;0.587421
3.917;2.99056;0.586984
3.918;2.99115;0.586548
3.919;2.99173;0.586111
3.92;2.99232;0.585674
3.921;2.9929;0.585237
3.922;2.99349;0.5848
3.923;2.99407;0.584363
3.924;2.99466;0.583925
3.925;2.99524;0.583488
3.926;2.99582;0.58305
3.927;2.99641;0.582612
3.928;2.99699;0.582174
3.929;2.99757;0.581736
3.93;2.99815;0.581298
3.931;2.99873;0.580859
3.932;2.99932;0.580421
3.933;2.9999;0.579982
3.934;3.00048;0.579543
3.935;3.00105;0.579104
3.936;3.00163;0.578665
3.937;3.00221;0.578226
3.938;3.00279;0.577786
3.939;3.00337;0.577347
3.94;3.00394;0.576907
3.941;3.00452;0.576467
3.942;3.0051;0.576028
3.943;3.00567;0.575588
3.944;3.00625;0.575147
3.945;3.00682;0.574707
3.946;3.0074;0.574267
3.947;3.00797;0.573826
3.948;3.00855;0.573386
3.949;3.00912;0.572945
3.95;3.00969;0.572504
3.951;3.01026;0.572063
3.952;3.01084;0.571622
3.953;3.01141;0.57118
3.954;3.01198;0.570739
3.955;3.01255;0.570297
3.956;3.01312;0.569856
3.957;3.01369;0.569414
3.958;3.01426;0.568972
3.959;3.01483;0.56853
3.96;3.01539;0.568088
3.961;3.01596;0.567645
3.962;3.01653;0.567203
3.963;3.0171;0.566761
3.964;3.01766;0.566318
3.965;3.01823;0.565875
3.966;3.0188;0.565432
3.967;3.01936;0.564989
3.968;3.01993;0.564546
3.969;3.02049;0.564103
3.97;3.02105;0.563659
3.971;3.02162;0.563216
3.972;3.02218;0.562772
3.973;3.02274;0.562329
3.974;3.0233;0.561885
3.975;3.02387;0.561441
3.976;3.02443;0.560997
3.977;3.02499;0.560553
3.978;3.02555;0.560109
3.979;3.02611;0.559664
3.98;3.02667;0.55922
3.981;3.02723;0.558775
3.982;3.02779;0.55833
3.983;3.02834;0.557886
3.984;3.0289;0.557441
3.985;3.02946;0.556996
3.986;3.03001;0.55655
3.987;3.03057;0.556105
3.988;3.03113;0.55566
3.989;3.03168;0.555214
3.99;3.03224;0.554769
3.991;3.03279;0.554323
3.992;3.03335;0.553877
3.993;3.0339;0.553431
3.994;3.03445;0.552985
3.995;3.03501;0.552539
3.996;3.03556;0.552093
3.997;3.03611;0.551647
3.998;3.03666;0.5512
3.999;3.03721;0.550754
4;3.03776;0.550307
4.001;3.03831;0.54986
4.002;3.03886;0.549414
4.003;3.03941;0.548967
4.004;3.03996;0.54852
4.005;3.04051;0.548073
4.006;3.04106;0.547625
4.007;3.0416;0.547178
4.008;3.04215;0.546731
4.009;3.0427;0.546283
4.01;3.04324;0.545836
4.011;3.04379;0.545388
4.012;3.04433;0.54494
4.013;3.04488;0.544492
4.014;3.04542;0.544044
4.015;3.04597;0.543596
4.016;3.04651;0.543148
4.017;3.04705;0.5427
4.018;3.0476;0.542251
4.019;3.04814;0.541803
4.02;3.04868;0.541354
4.021;3.04922;0.540906
4.022;3.04976;0.540457
4.023;3.0503;0.540008
4.024;3.05084;0.539559
4.025;3.05138;0.53911
4.026;3.05192;0.538661
4.027;3.05246;0.538212
4.028;3.053;0.537763
4.029;3.05353;0.537314
4.03;3.05407;0.536864
4.031;3.05461;0.536415
4.032;3.05514;0.535965
4.033;3.05568;0.535516
4.034;3.05621;0.535066
4.035;3.05675;0.534616
4.036;3.05728;0.534166
4.037;3.05782;0.533716
4.038;3.05835;0.533266
4.039;3.05888;0.532816
4.04;3.05942;0.532366
4.041;3.05995;0.531915
4.042;3.06048;0.531465
4.043;3.06101;0.531014
4.044;3.06154;0.530564
4.045;3.06207;0.530113
4.046;3.0626;0.529662
4.047;3.06313;0.529212
4.048;3.06366;0.528761
4.049;3.06419;0.52831
4.05;3.06472;0.527859
4.051;3.06525;0.527408
4.052;3.06577;0.526957
4.053;3.0663;0.526505
4.054;3.06683;0.526054
4.055;3.06735;0.525603
4.056;3.06788;0.525151
4.057;3.0684;0.5247
4.058;3.06893;0.524248
4.059;3.06945;0.523796
4.06;3.06997;0.523345
4.061;3.0705;0.522893
4.062;3.07102;0.522441
4.063;3.07154;0.521989
4.064;3.07206;0.521537
4.065;3.07259;0.521085
4.066;3.07311;0.520633
4.067;3.07363;0.52018
4.068;3.07415;0.519728
4.069;3.07467;0.519276
4.07;3.07518;0.518823
4.071;3.0757;0.518371
4.072;3.07622;0.517918
4.073;3.07674;0.517466
4.074;3.07726;0.517013
4.075;3.07777;0.51656
4.076;3.07829;0.516107
4.077;3.07881;0.515654
4.078;3.07932;0.515201
4.079;3.07984;0.514748
4.08;3.08035;0.514295
4.081;3.08086;0.513842
4.082;3.08138;0.513389
4.083;3.08189;0.512936
4.084;3.0824;0.512483
4.085;3.08292;0.512029
4.086;3.08343;0.511576
4.087;3.08394;0.511122
4.088;3.08445;0.510669
4.089;3.08496;0.510215
4.09;3.08547;0.509762
4.091;3.08598;0.509308
4.092;3.08649;0.508854
4.093;3.087;0.5084
4.094;3.08751;0.507946
4.095;3.08801;0.507493
4.096;3.08852;0.507039
4.097;3.08903;0.506585
4.098;3.08953;0.50613
4.099;3.09004;0.505676
4.1;3.09055;0.505222
4.101;3.09105;0.504768
4.102;3.09156;0.504314
4.103;3.09206;0.503859
4.104;3.09256;0.503405
4.105;3.09307;0.502951
4.106;3.09357;0.502496
4.107;3.09407;0.502042
4.108;3.09457;0.501587
4.109;3.09507;0.501132
4.11;3.09558;0.500678
4.111;3.09608;0.500223
4.112;3.09658;0.499768
4.113;3.09708;0.499314
4.114;3.09757;0.498859
4.115;3.09807;0.498404
4.116;3.09857;0.497949
4.117;3.09907;0.497494
4.118;3.09957;0.497039
4.119;3.10006;0.496584
4.12;3.10056;0.496129
4.121;3.10106;0.495674
4.122;3.10155;0.495219
4.123;3.10205;0.494763
4.124;3.10254;0.494308
4.125;3.10303;0.493853
4.126;3.10353;0.493397
4.127;3.10402;0.492942
4.128;3.10451;0.492487
4.129;3.10501;0.492031
4.13;3.1055;0.491576
4.131;3.10599;0.49112
4.132;3.10648;0.490665
4.133;3.10697;0.490209
4.134;3.10746;0.489754
4.135;3.10795;0.489298
4.136;3.10844;0.488842
4.137;3.10893;0.488387
4.138;3.10942;0.487931
4.139;3.1099;0.487475
4.14;3.11039;0.487019
4.141;3.11088;0.486563
4.142;3.11136;0.486107
4.143;3.11185;0.485652
4.144;3.11234;0.485196
4.145;3.11282;0.48474
4.146;3.1133;0.484284
4.147;3.11379;0.483828
4.148;3.11427;0.483372
4.149;3.11476;0.482916
4.15;3.11524;0.48246
4.151;3.11572;0.482003
4.152;3.1162;0.481547
4.153;3.11668;0.481091
4.154;3.11716;0.480635
4.155;3.11764;0.480179
4.156;3.11812;0.479722
4.157;3.1186;0.479266
4.158;3.11908;0.47881
4.159;3.11956;0.478354
4.16;3.12004;0.477897
4.161;3.12052;0.477441
4.162;3.12099;0.476984
4.163;3.12147;0.476528
4.164;3.12195;0.476072
4.165;3.12242;0.475615
4.166;3.1229;0.475159
4.167;3.12337;0.474702
4.168;3.12385;0.474246
4.169;3.12432;0.473789
4.17;3.1248;0.473333
4.171;3.12527;0.472876
4.172;3.12574;0.47242
4.173;3.12621;0.471963
4.174;3.12669;0.471506
4.175;3.12716;0.47105
4.176;3.12763;0.470593
4.177;3.1281;0.470137
4.178;3.12857;0.46968
4.179;3.12904;0.469223
4.18;3.12951;0.468767
4.181;3.12998;0.46831
4.182;3.13044;0.467853
4.183;3.13091;0.467397
4.184;3.13138;0.46694
4.185;3.13184;0.466483
4.186;3.13231;0.466026
4.187;3.13278;0.46557
4.188;3.13324;0.465113
4.189;3.13371;0.464656
4.19;3.13417;0.464199
4.191;3.13464;0.463742
4.192;3.1351;0.463286
4.193;3.13556;0.462829
4.194;3.13602;0.462372
4.195;3.13649;0.461915
4.196;3.13695;0.461458
4.197;3.13741;0.461002
4.198;3.13787;0.460545
4.199;3.13833;0.460088
4.2;3.13879;0.459631
4.201;3.13925;0.459174
4.202;3.13971;0.458718
4.203;3.14017;0.458261
4.204;3.14063;0.457804
4.205;3.14108;0.457347
4.206;3.14154;0.45689
4.207;3.142;0.456433
4.208;3.14245;0.455977
4.209;3.14291;0.45552
4.21;3.14336;0.455063
4.211;3.14382;0.454606
4.212;3.14427;0.454149
4.213;3.14473;0.453692
4.214;3.14518;0.453236
4.215;3.14563;0.452779
4.216;3.14609;0.452322
4.217;3.14654;0.451865
4.218;3.14699;0.451408
4.219;3.14744;0.450951
4.22;3.14789;0.450495
4.221;3.14834;0.450038
4.222;3.14879;0.449581
4.223;3.14924;0.449124
4.224;3.14969;0.448668
4.225;3.15014;0.448211
4.226;3.15059;0.447754
4.227;3.15103;0.447297
4.228;3.15148;0.446841
4.229;3.15193;0.446384
4.23;3.15237;0.445927
4.231;3.15282;0.44547
4.232;3.15326;0.445014
4.233;3.15371;0.444557
4.234;3.15415;0.4441
4.235;3.1546;0.443644
4.236;3.15504;0.443187
4.237;3.15548;0.44273
4.238;3.15593;0.442274
4.239;3.15637;0.441817
4.24;3.15681;0.441361
4.241;3.15725;0.440904
4.242;3.15769;0.440448
4.243;3.15813;0.439991
4.244;3.15857;0.439534
4.245;3.15901;0.439078
4.246;3.15945;0.438621
4.247;3.15989;0.438165
4.248;3.16033;0.437709
4.249;3.16076;0.437252
4.25;3.1612;0.436796
4.251;3.16164;0.436339
4.252;3.16207;0.435883
4.253;3.16251;0.435427
4.254;3.16294;0.43497
4.255;3.16338;0.434514
4.256;3.16381;0.434058
4.257;3.16425;0.433601
4.258;3.16468;0.433145
4.259;3.16511;0.432689
4.26;3.16555;0.432233
4.261;3.16598;0.431777
4.262;3.16641;0.43132
4.263;3.16684;0.430864
4.264;3.16727;0.430408
4.265;3.1677;0.429952
4.266;3.16813;0.429496
4.267;3.16856;0.42904
4.268;3.16899;0.428584
4.269;3.16942;0.428128
4.27;3.16985;0.427672
4.271;3.17027;0.427216
4.272;3.1707;0.42676
4.273;3.17113;0.426305
4.274;3.17155;0.425849
4.275;3.17198;0.425393
4.276;3.1724;0.424937
4.277;3.17283;0.424481
4.278;3.17325;0.424026
4.279;3.17368;0.42357
4.28;3.1741;0.423114
4.281;3.17452;0.422659
4.282;3.17495;0.422203
4.283;3.17537;0.421748
4.284;3.17579;0.421292
4.285;3.17621;0.420837
4.286;3.17663;0.420381
4.287;3.17705;0.419926
4.288;3.17747;0.419471
4.289;3.17789;0.419015
4.29;3.17831;0.41856
4.291;3.17873;0.418105
4.292;3.17914;0.41765
4.293;3.17956;0.417194
4.294;3.17998;0.416739
4.295;3.1804;0.416284
4.296;3.18081;0.415829
4.297;3.18123;0.415374
4.298;3.18164;0.414919
4.299;3.18206;0.414464
4.3;3.18247;0.414009
4.301;3.18288;0.413554
4.302;3.1833;0.4131
4.303;3.18371;0.412645
4.304;3.18412;0.41219
4.305;3.18454;0.411735
4.306;3.18495;0.411281
4.307;3.18536;0.410826
4.308;3.18577;0.410372
4.309;3.18618;0.409917
4.31;3.18659;0.409463
4.311;3.187;0.409008
4.312;3.18741;0.408554
4.313;3.18781;0.408099
4.314;3.18822;0.407645
4.315;3.18863;0.407191
4.316;3.18904;0.406737
4.317;3.18944;0.406283
4.318;3.18985;0.405829
4.319;3.19026;0.405375
4.32;3.19066;0.404921
4.321;3.19106;0.404467
4.322;3.19147;0.404013
4.323;3.19187;0.403559
4.324;3.19228;0.403105
4.325;3.19268;0.402651
4.326;3.19308;0.402198
4.327;3.19348;0.401744
4.328;3.19389;0.40129
4.329;3.19429;0.400837
4.33;3.19469;0.400383
4.331;3.19509;0.39993
4.332;3.19549;0.399477
4.333;3.19589;0.399023
4.334;3.19628;0.39857
4.335;3.19668;0.398117
4.336;3.19708;0.397664
4.337;3.19748;0.397211
4.338;3.19788;0.396758
4.339;3.19827;0.396305
4.34;3.19867;0.395852
4.341;3.19906;0.395399
4.342;3.19946;0.394946
4.343;3.19985;0.394493
4.344;3.20025;0.39404
4.345;3.20064;0.393588
4.346;3.20103;0.393135
4.347;3.20143;0.392683
4.348;3.20182;0.39223
4.349;3.20221;0.391778
4.35;3.2026;0.391326
4.351;3.20299;0.390873
4.352;3.20339;0.390421
4.353;3.20378;0.389969
4.354;3.20417;0.389517
4.355;3.20455;0.389065
4.356;3.20494;0.388613
4.357;3.20533;0.388161
4.358;3.20572;0.387709
4.359;3.20611;0.387257
4.36;3.20649;0.386806
4.361;3.20688;0.386354
4.362;3.20727;0.385903
4.363;3.20765;0.385451
4.364;3.20804;0.385
4.365;3.20842;0.384548
4.366;3.20881;0.384097
4.367;3.20919;0.383646
4.368;3.20957;0.383195
4.369;3.20996;0.382744
4.37;3.21034;0.382292
4.371;3.21072;0.381842
4.372;3.2111;0.381391
4.373;3.21148;0.38094
4.374;3.21187;0.380489
4.375;3.21225;0.380038
4.376;3.21263;0.379588
4.377;3.213;0.379137
4.378;3.21338;0.378687
4.379;3.21376;0.378236
4.38;3.21414;0.377786
4.381;3.21452;0.377336
4.382;3.2149;0.376886
4.383;3.21527;0.376436
4.384;3.21565;0.375986
4.385;3.21602;0.375536
4.386;3.2164;0.375086
4.387;3.21677;0.374636
4.388;3.21715;0.374186
4.389;3.21752;0.373737
4.39;3.2179;0.373287
4.391;3.21827;0.372838
4.392;3.21864;0.372388
4.393;3.21901;0.371939
4.394;3.21939;0.37149
4.395;3.21976;0.371041
4.396;3.22013;0.370592
4.397;3.2205;0.370143
4.398;3.22087;0.369694
4.399;3.22124;0.369245
4.4;3.22161;0.368796
4.401;3.22197;0.368347
